,template,run,mean,source_data,bw,sf,paylen,impl_head,has_crc,cr,frames,frame_period,num_right,num_total,num_dec,num_per,time,load,data_rate
62,lora_sim_chain,5,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,9,64,True,False,4,100,200,68,100,68,68.0,27.260955572128296,1.19,234.76799934861359
63,lora_sim_chain,5,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,10,64,True,False,4,100,200,72,100,72,72.0,47.87277817726135,0.92,133.68766642918328
64,lora_sim_chain,5,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,11,64,True,False,4,100,200,61,100,62,61.0,265.70170545578003,2.43,24.087161913475686
65,lora_sim_chain,5,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,12,64,True,False,4,100,200,62,100,64,62.0,388.0269727706909,2.37,16.49369876094195
66,lora_sim_chain,5,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,7,64,True,False,4,100,200,65,100,65,65.0,103.22894215583801,2.06,61.998116674859816
67,lora_sim_chain,5,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,8,64,True,False,4,100,200,71,100,72,71.0,103.3549530506134,1.57,61.92252824947722
68,lora_sim_chain,5,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,9,64,True,False,4,100,200,63,100,63,63.0,103.20252990722656,1.93,62.01398362766155
69,lora_sim_chain,5,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,10,64,True,False,4,100,200,69,100,69,69.0,103.23633790016174,3.26,61.99367519399362
70,lora_sim_chain,5,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,11,64,True,False,4,100,200,62,100,62,62.0,103.29054951667786,1.78,61.961138070686914
71,lora_sim_chain,5,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,12,64,True,False,4,100,200,73,100,74,73.0,713.4133822917938,1.76,8.970955912602058
72,lora_sim_chain,6,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,7,64,True,False,4,100,200,60,100,60,60.0,21.63896369934082,2.3,295.7627772255545
73,lora_sim_chain,6,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,8,64,True,False,4,100,200,61,100,61,61.0,21.642017602920532,3.3,295.72104216089065
74,lora_sim_chain,6,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,9,64,True,False,4,100,200,65,100,65,65.0,27.029247760772705,2.63,236.7805444178236
75,lora_sim_chain,6,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,10,64,True,False,4,100,200,62,100,62,62.0,47.34286904335022,2.15,135.18403361105433
76,lora_sim_chain,6,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,11,64,True,False,4,100,200,59,100,59,59.0,265.6751928329468,1.48,24.089565652538134
77,lora_sim_chain,6,200,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,12,64,True,False,4,100,200,55,100,58,55.00000000000001,388.2731692790985,1.49,16.48324042550453
78,lora_sim_chain,6,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,7,64,True,False,4,100,200,71,100,71,71.0,103.25659680366516,1.15,61.98151205940992
79,lora_sim_chain,6,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,8,64,True,False,4,100,200,66,100,66,66.0,103.24980926513672,1.33,61.985586661621284
80,lora_sim_chain,6,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,9,64,True,False,4,100,200,73,100,73,73.0,103.23466491699219,1.43,61.99467984078839
81,lora_sim_chain,6,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,10,64,True,False,4,100,200,66,100,66,66.0,103.23769974708557,1.24,61.99285741234925
82,lora_sim_chain,6,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,11,64,True,False,4,100,200,69,100,69,69.0,103.26492071151733,1.52,61.97651589622724
