,template,run,mean,source_data,bw,paylen,impl_head,has_crc,cr,frames,frame_period,delay_sf1,delay_sf2,delay_sf3,delay_sf4,delay_sf5,delay_sf6,num_right,num_total,num_dec,time,load
111,lora_sim_multi5,11,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,19,50,37,14.1499407291412,1.63
112,lora_sim_multi5,12,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,22,50,34,14.1474461555481,2.44
113,lora_sim_multi5,13,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,7,50,12,14.1427118778229,4.02
114,lora_sim_multi5,14,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,25,50,34,14.137286901474,3.36
115,lora_sim_multi5,15,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,15,50,30,14.1346213817596,2.76
116,lora_sim_multi5,16,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,28,50,39,14.134021282196,2.15
117,lora_sim_multi5,17,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,20,50,32,14.1301336288452,1.9
118,lora_sim_multi5,18,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,25,50,35,14.1297438144684,1.55
119,lora_sim_multi5,19,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,0,50,1,14.1296126842499,3.36
120,lora_sim_multi5,20,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,24,50,33,14.1288497447968,2.99
121,lora_sim_multi5,21,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,17,50,30,14.1216967105865,4.82
122,lora_sim_multi5,22,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,20,50,34,14.1203455924988,4.54
123,lora_sim_multi5,23,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,25,50,34,14.1171021461487,3.6
124,lora_sim_multi5,24,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,19,50,31,14.1057560443878,2.81
125,lora_sim_multi6,0,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,23,60,30,14.1041603088379,2.24
126,lora_sim_multi6,1,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,29,60,37,13.0467000007629,3
127,lora_sim_multi6,2,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,25,60,35,13.0401680469513,3.36
128,lora_sim_multi6,3,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,21,60,31,13.0356299877167,3.57
129,lora_sim_multi6,4,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,23,60,35,13.0344412326813,2.69
130,lora_sim_multi6,5,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,14,60,29,13.0340373516083,3.5
131,lora_sim_multi6,6,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,1,60,2,13.0337522029877,4.03
132,lora_sim_multi6,7,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,22,60,36,13.0330436229706,4.53
133,lora_sim_multi6,8,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,28,60,32,13.032674074173,3.86
134,lora_sim_multi6,9,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,20,60,31,13.0318703651428,3.42
135,lora_sim_multi6,10,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,27,60,38,13.0308945178986,3.69
136,lora_sim_multi6,11,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,21,60,33,13.0299432277679,4.02
137,lora_sim_multi6,12,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,22,60,33,13.0281567573547,3.02
138,lora_sim_multi6,13,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,20,60,33,13.0280094146729,2.83
139,lora_sim_multi6,14,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,23,60,37,13.0272793769836,3
140,lora_sim_multi6,15,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,19,60,36,13.0264856815338,2.28
141,lora_sim_multi6,16,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,28,60,37,13.0257651805878,2.42
142,lora_sim_multi6,17,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,26,60,34,13.0255851745605,2.72
143,lora_sim_multi6,18,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,0,60,1,13.0252027511597,4
144,lora_sim_multi6,19,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,25,60,37,13.0242247581482,4.42
145,lora_sim_multi6,20,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,21,60,38,13.0227942466736,4.32
146,lora_sim_multi6,21,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,7,60,8,13.0218031406403,4.31
147,lora_sim_multi6,22,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,27,60,36,13.0201795101166,4.05
148,lora_sim_multi6,23,1000,PKdhtXMmr18n2L9K88eMlGn7CcctT9RwKSB1FebW397VI5uG1yhc3uavuaOb9vyJ,250000,64,True,False,4,10,200,0,0,0,0,0,0,24,60,33,13.0126259326935,3.75
